roundID,subjectID,numSelected,payoff
{"class":"gov.sandia.genlist.survey.Survey","id":523,"surveyAnswers":{"question6":"2","question1":"1","question2":"1","question3":"3","question4":"2","question5":"3"},"surveyCompletionTime":1453935878854,"surveyName":"Could we fly from London to New York in an hour?","username":"wickedtofu"}
{"class":"gov.sandia.genlist.survey.Survey","id":524,"surveyAnswers":{"question1":"4","question2":"3","question3":"4","question4":"3","question5":"3"},"surveyCompletionTime":1453935885978,"surveyName":"Trust Questions","username":"librarymommy"}
{"class":"gov.sandia.genlist.survey.Survey","id":525,"surveyAnswers":{"question6":"1","question1":"1","question2":"1","question3":"4","question4":"1","question5":"1"},"surveyCompletionTime":1453936021144,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"wickedtofu"}
{"class":"gov.sandia.genlist.survey.Survey","id":526,"surveyAnswers":{"question6":"1","question1":"3","question2":"1","question3":"4","question4":"1","question5":"1"},"surveyCompletionTime":1453936065633,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"celticflower29"}
{"class":"gov.sandia.genlist.survey.Survey","id":527,"surveyAnswers":{"question7":"3","question6":"5","question8":"1","question1":"2","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453936071561,"surveyName":"Group Identity Questions","username":"wickedtofu"}
{"class":"gov.sandia.genlist.survey.Survey","id":528,"surveyAnswers":{"question1":"5","question2":"4","question3":"3","question4":"4","question5":"3"},"surveyCompletionTime":1453936093154,"surveyName":"Trust Questions","username":"wickedtofu"}
{"class":"gov.sandia.genlist.survey.Survey","id":529,"surveyAnswers":{"question7":"2","question6":"4","question8":"2","question1":"2","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453936108458,"surveyName":"Group Identity Questions","username":"Linzoo"}
{"class":"gov.sandia.genlist.survey.Survey","id":530,"surveyAnswers":{"question7":"3","question6":"2","question8":"9","question1":"3","question2":"3","question3":"2","question4":"1","question5":"2"},"surveyCompletionTime":1453936119123,"surveyName":"Group Identity Questions","username":"celticflower29"}
{"class":"gov.sandia.genlist.survey.Survey","id":531,"surveyAnswers":{"question1":"4","question2":"4","question3":"3","question4":"4","question5":"4"},"surveyCompletionTime":1453936131598,"surveyName":"Trust Questions","username":"Linzoo"}
{"class":"gov.sandia.genlist.survey.Survey","id":532,"surveyAnswers":{"question1":"5","question2":"5","question3":"5","question4":"3","question5":"4"},"surveyCompletionTime":1453936144966,"surveyName":"Trust Questions","username":"celticflower29"}
{"class":"gov.sandia.genlist.survey.Survey","id":533,"surveyAnswers":{"question6":"2","question1":"1","question2":"2","question3":"3","question4":"3","question5":"2"},"surveyCompletionTime":1453936152397,"surveyName":"Could we fly from London to New York in an hour?","username":"knichols"}
{"class":"gov.sandia.genlist.survey.Survey","id":534,"surveyAnswers":{"question6":"4","question1":"1","question2":"2","question3":"3","question4":"3","question5":"2"},"surveyCompletionTime":1453936276967,"surveyName":"Could we fly from London to New York in an hour?","username":"southernymph"}
{"class":"gov.sandia.genlist.survey.Survey","id":535,"surveyAnswers":{"question6":"1","question1":"3","question2":"1","question3":"4","question4":"1","question5":"1"},"surveyCompletionTime":1453936310864,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"knichols"}
{"class":"gov.sandia.genlist.survey.Survey","id":536,"surveyAnswers":{"question6":"1","question1":"3","question2":"1","question3":"4","question4":"3","question5":"2"},"surveyCompletionTime":1453936342840,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"southernymph"}
{"class":"gov.sandia.genlist.survey.Survey","id":537,"surveyAnswers":{"question7":"2","question6":"5","question8":"2","question1":"2","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453936354421,"surveyName":"Group Identity Questions","username":"knichols"}
{"class":"gov.sandia.genlist.survey.Survey","id":538,"surveyAnswers":{"question1":"3","question2":"3","question3":"3","question4":"3","question5":"4"},"surveyCompletionTime":1453936374575,"surveyName":"Trust Questions","username":"knichols"}
{"class":"gov.sandia.genlist.survey.Survey","id":539,"surveyAnswers":{"question7":"2","question6":"4","question8":"3","question1":"1","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453936387638,"surveyName":"Group Identity Questions","username":"southernymph"}
{"class":"gov.sandia.genlist.survey.Survey","id":540,"surveyAnswers":{"question1":"5","question2":"3","question3":"3","question4":"5","question5":"4"},"surveyCompletionTime":1453936407999,"surveyName":"Trust Questions","username":"southernymph"}
{"class":"gov.sandia.genlist.survey.Survey","id":541,"surveyAnswers":{"question7":"1","question6":"5","question8":"1","question1":"1","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453936528876,"surveyName":"Group Identity Questions","username":"LeeGee"}
{"class":"gov.sandia.genlist.survey.Survey","id":542,"surveyAnswers":{"question1":"4","question2":"4","question3":"3","question4":"3","question5":"3"},"surveyCompletionTime":1453936571697,"surveyName":"Trust Questions","username":"LeeGee"}
{"class":"gov.sandia.genlist.survey.Survey","id":543,"surveyAnswers":{"question6":"4","question1":"1","question2":"2","question3":"3","question4":"3","question5":"2"},"surveyCompletionTime":1453936573070,"surveyName":"Could we fly from London to New York in an hour?","username":"hammy"}
{"class":"gov.sandia.genlist.survey.Survey","id":544,"surveyAnswers":{"question6":"1","question1":"3","question2":"1","question3":"4","question4":"2","question5":"1"},"surveyCompletionTime":1453936651691,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"hammy"}
{"class":"gov.sandia.genlist.survey.Survey","id":545,"surveyAnswers":{"question6":"4","question1":"1","question2":"2","question3":"3","question4":"2","question5":"2"},"surveyCompletionTime":1453936664405,"surveyName":"Could we fly from London to New York in an hour?","username":"Ashley"}
{"class":"gov.sandia.genlist.survey.Survey","id":546,"surveyAnswers":{"question7":"1","question6":"5","question8":"2","question1":"1","question2":"1","question3":"1","question4":"1","question5":"2"},"surveyCompletionTime":1453936678291,"surveyName":"Group Identity Questions","username":"hammy"}
{"class":"gov.sandia.genlist.survey.Survey","id":547,"surveyAnswers":{"question1":"4","question2":"4","question3":"3","question4":"4","question5":"3"},"surveyCompletionTime":1453936689055,"surveyName":"Trust Questions","username":"hammy"}
{"class":"gov.sandia.genlist.survey.Survey","id":548,"surveyAnswers":{"question7":"2","question6":"4","question8":"3","question1":"1","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453936700215,"surveyName":"Group Identity Questions","username":"kf141282"}
{"class":"gov.sandia.genlist.survey.Survey","id":549,"surveyAnswers":{"question1":"4","question2":"3","question3":"4","question4":"5","question5":"4"},"surveyCompletionTime":1453936756296,"surveyName":"Trust Questions","username":"kf141282"}
{"class":"gov.sandia.genlist.survey.Survey","id":550,"surveyAnswers":{"question6":"1","question1":"3","question2":"1","question3":"4","question4":"3","question5":"3"},"surveyCompletionTime":1453936801527,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"Ashley"}
{"class":"gov.sandia.genlist.survey.Survey","id":551,"surveyAnswers":{"question7":"2","question6":"3","question8":"1","question1":"2","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453936839773,"surveyName":"Group Identity Questions","username":"Ashley"}
{"class":"gov.sandia.genlist.survey.Survey","id":552,"surveyAnswers":{"question1":"4","question2":"3","question3":"4","question4":"3","question5":"3"},"surveyCompletionTime":1453936855830,"surveyName":"Trust Questions","username":"Ashley"}
{"class":"gov.sandia.genlist.survey.Survey","id":553,"surveyAnswers":{"question7":"3","question6":"2","question8":"7","question1":"2","question2":"2","question3":"2","question4":"2","question5":"2"},"surveyCompletionTime":1453936934688,"surveyName":"Group Identity Questions","username":"useranon58"}
{"class":"gov.sandia.genlist.survey.Survey","id":554,"surveyAnswers":{"question6":"1","question1":"1","question2":"2","question3":"3","question4":"2","question5":"1"},"surveyCompletionTime":1453936954441,"surveyName":"Could we fly from London to New York in an hour?","username":"R"}
{"class":"gov.sandia.genlist.survey.Survey","id":555,"surveyAnswers":{"question1":"5","question2":"5","question3":"5","question4":"5","question5":"5"},"surveyCompletionTime":1453936959517,"surveyName":"Trust Questions","username":"useranon58"}
{"class":"gov.sandia.genlist.survey.Survey","id":556,"surveyAnswers":{"question6":"1","question1":"1","question2":"2","question3":"3","question4":"2","question5":"1"},"surveyCompletionTime":1453936971904,"surveyName":"Could we fly from London to New York in an hour?","username":"R"}
{"class":"gov.sandia.genlist.survey.Survey","id":557,"surveyAnswers":{"question6":"2","question1":"3","question2":"1","question3":"4","question4":"1","question5":"2"},"surveyCompletionTime":1453937027712,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"R"}
{"class":"gov.sandia.genlist.survey.Survey","id":558,"surveyAnswers":{"question7":"4","question6":"1","question8":"10","question1":"3","question2":"3","question3":"3","question4":"3","question5":"3"},"surveyCompletionTime":1453937057941,"surveyName":"Group Identity Questions","username":"R"}
{"class":"gov.sandia.genlist.survey.Survey","id":559,"surveyAnswers":{"question1":"5","question2":"5","question3":"5","question4":"5","question5":"5"},"surveyCompletionTime":1453937073087,"surveyName":"Trust Questions","username":"R"}
{"class":"gov.sandia.genlist.survey.Survey","id":560,"surveyAnswers":{"question6":"3","question1":"1","question2":"2","question3":"3","question4":"1","question5":"1"},"surveyCompletionTime":1453937132627,"surveyName":"Could we fly from London to New York in an hour?","username":"A3E6BSFIN8UZ5S"}
{"class":"gov.sandia.genlist.survey.Survey","id":561,"surveyAnswers":{"question6":"3","question1":"1","question2":"2","question3":"3","question4":"3","question5":"1"},"surveyCompletionTime":1453937247500,"surveyName":"Could we fly from London to New York in an hour?","username":"DrArlissLoveless"}
{"class":"gov.sandia.genlist.survey.Survey","id":562,"surveyAnswers":{"question6":"1","question1":"3","question2":"1","question3":"4","question4":"2","question5":"1"},"surveyCompletionTime":1453937323576,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"A3E6BSFIN8UZ5S"}
{"class":"gov.sandia.genlist.survey.Survey","id":563,"surveyAnswers":{"question6":"1","question1":"3","question2":"1","question3":"4","question4":"1","question5":"1"},"surveyCompletionTime":1453937330632,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"DrArlissLoveless"}
{"class":"gov.sandia.genlist.survey.Survey","id":564,"surveyAnswers":{"question7":"1","question6":"3","question8":"1","question1":"1","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453937370538,"surveyName":"Group Identity Questions","username":"DrArlissLoveless"}
{"class":"gov.sandia.genlist.survey.Survey","id":565,"surveyAnswers":{"question7":"4","question6":"3","question8":"7","question1":"2","question2":"2","question3":"2","question4":"2","question5":"2"},"surveyCompletionTime":1453937377033,"surveyName":"Group Identity Questions","username":"A3E6BSFIN8UZ5S"}
{"class":"gov.sandia.genlist.survey.Survey","id":566,"surveyAnswers":{"question1":"3","question2":"4","question3":"3","question4":"3","question5":"3"},"surveyCompletionTime":1453937398487,"surveyName":"Trust Questions","username":"DrArlissLoveless"}
{"class":"gov.sandia.genlist.survey.Survey","id":567,"surveyAnswers":{"question1":"5","question2":"5","question3":"3","question4":"5","question5":"3"},"surveyCompletionTime":1453937401275,"surveyName":"Trust Questions","username":"A3E6BSFIN8UZ5S"}
{"class":"gov.sandia.genlist.survey.Survey","id":568,"surveyAnswers":{"question6":"2","question1":"1","question2":"2","question3":"3","question4":"2","question5":"2"},"surveyCompletionTime":1453937440097,"surveyName":"Could we fly from London to New York in an hour?","username":"n8zerdude"}
{"class":"gov.sandia.genlist.survey.Survey","id":569,"surveyAnswers":{"question7":"1","question6":"5","question8":"1","question1":"1","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453937509763,"surveyName":"Group Identity Questions","username":"nibbles"}
{"class":"gov.sandia.genlist.survey.Survey","id":570,"surveyAnswers":{"question1":"4","question2":"4","question3":"2","question4":"4","question5":"2"},"surveyCompletionTime":1453937537670,"surveyName":"Trust Questions","username":"nibbles"}
{"class":"gov.sandia.genlist.survey.Survey","id":571,"surveyAnswers":{"question6":"1","question1":"3","question2":"1","question3":"4","question4":"1","question5":"1"},"surveyCompletionTime":1453937537910,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"n8zerdude"}
{"class":"gov.sandia.genlist.survey.Survey","id":572,"surveyAnswers":{"question7":"2","question6":"5","question8":"1","question1":"2","question2":"1","question3":"1","question4":"1","question5":"2"},"surveyCompletionTime":1453937578073,"surveyName":"Group Identity Questions","username":"n8zerdude"}
{"class":"gov.sandia.genlist.survey.Survey","id":573,"surveyAnswers":{"question1":"3","question2":"4","question3":"3","question4":"3","question5":"3"},"surveyCompletionTime":1453937614554,"surveyName":"Trust Questions","username":"n8zerdude"}
{"class":"gov.sandia.genlist.survey.Survey","id":574,"surveyAnswers":{"question6":"3","question1":"1","question2":"2","question3":"3","question4":"2","question5":"2"},"surveyCompletionTime":1453937637570,"surveyName":"Could we fly from London to New York in an hour?","username":"Purple"}
{"class":"gov.sandia.genlist.survey.Survey","id":575,"surveyAnswers":{"question7":"2","question6":"5","question8":"1","question1":"1","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453937745262,"surveyName":"Group Identity Questions","username":"mewkitty"}
{"class":"gov.sandia.genlist.survey.Survey","id":576,"surveyAnswers":{"question1":"3","question2":"4","question3":"3","question4":"3","question5":"3"},"surveyCompletionTime":1453937761633,"surveyName":"Trust Questions","username":"mewkitty"}
{"class":"gov.sandia.genlist.survey.Survey","id":577,"surveyAnswers":{"question6":"1","question1":"3","question2":"1","question3":"4","question4":"1","question5":"1"},"surveyCompletionTime":1453937813192,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"Purple"}
{"class":"gov.sandia.genlist.survey.Survey","id":578,"surveyAnswers":{"question7":"4","question6":"1","question8":"4","question1":"2","question2":"1","question3":"2","question4":"3","question5":"2"},"surveyCompletionTime":1453937887737,"surveyName":"Group Identity Questions","username":"JimBobJoe"}
{"class":"gov.sandia.genlist.survey.Survey","id":579,"surveyAnswers":{"question1":"5","question2":"4","question3":"4","question4":"5","question5":"4"},"surveyCompletionTime":1453937904803,"surveyName":"Trust Questions","username":"JimBobJoe"}
{"class":"gov.sandia.genlist.survey.Survey","id":580,"surveyAnswers":{"question7":"3","question6":"4","question8":"1","question1":"1","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453937938777,"surveyName":"Group Identity Questions","username":"Purple"}
{"class":"gov.sandia.genlist.survey.Survey","id":581,"surveyAnswers":{"question1":"4","question2":"2","question3":"2","question4":"2","question5":"2"},"surveyCompletionTime":1453937991020,"surveyName":"Trust Questions","username":"Purple"}
{"class":"gov.sandia.genlist.survey.Survey","id":582,"surveyAnswers":{"question6":"3","question1":"1","question2":"2","question3":"3","question4":"2","question5":"2"},"surveyCompletionTime":1453938044703,"surveyName":"Could we fly from London to New York in an hour?","username":"bthor457"}
{"class":"gov.sandia.genlist.survey.Survey","id":583,"surveyAnswers":{"question7":"2","question6":"4","question8":"8","question1":"2","question2":"2","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453938093388,"surveyName":"Group Identity Questions","username":"AEY0183LLRYUX"}
{"class":"gov.sandia.genlist.survey.Survey","id":584,"surveyAnswers":{"question1":"4","question2":"4","question3":"3","question4":"2","question5":"2"},"surveyCompletionTime":1453938103917,"surveyName":"Trust Questions","username":"AEY0183LLRYUX"}
{"class":"gov.sandia.genlist.survey.Survey","id":585,"surveyAnswers":{"question6":"3","question1":"1","question2":"2","question3":"3","question4":"2","question5":"2"},"surveyCompletionTime":1453938104726,"surveyName":"Could we fly from London to New York in an hour?","username":"meltingice"}
{"class":"gov.sandia.genlist.survey.Survey","id":586,"surveyAnswers":{"question6":"2","question1":"3","question2":"1","question3":"4","question4":"1","question5":"1"},"surveyCompletionTime":1453938149633,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"bthor457"}
{"class":"gov.sandia.genlist.survey.Survey","id":587,"surveyAnswers":{"question7":"4","question6":"1","question8":"10","question1":"3","question2":"3","question3":"3","question4":"1","question5":"3"},"surveyCompletionTime":1453938183160,"surveyName":"Group Identity Questions","username":"bthor457"}
{"class":"gov.sandia.genlist.survey.Survey","id":588,"surveyAnswers":{"question7":"4","question6":"3","question8":"5","question1":"1","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453938186376,"surveyName":"Group Identity Questions","username":"primsharon"}
{"class":"gov.sandia.genlist.survey.Survey","id":589,"surveyAnswers":{"question1":"5","question2":"5","question3":"5","question4":"5","question5":"5"},"surveyCompletionTime":1453938198854,"surveyName":"Trust Questions","username":"bthor457"}
{"class":"gov.sandia.genlist.survey.Survey","id":590,"surveyAnswers":{"question1":"5","question2":"5","question3":"5","question4":"5","question5":"5"},"surveyCompletionTime":1453938203773,"surveyName":"Trust Questions","username":"primsharon"}
{"class":"gov.sandia.genlist.survey.Survey","id":591,"surveyAnswers":{"question6":"3","question1":"3","question2":"1","question3":"4","question4":"1","question5":"1"},"surveyCompletionTime":1453938243360,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"meltingice"}
{"class":"gov.sandia.genlist.survey.Survey","id":592,"surveyAnswers":{"question7":"3","question6":"2","question8":"6","question1":"2","question2":"2","question3":"2","question4":"1","question5":"2"},"surveyCompletionTime":1453938271119,"surveyName":"Group Identity Questions","username":"meltingice"}
{"class":"gov.sandia.genlist.survey.Survey","id":593,"surveyAnswers":{"question1":"4","question2":"4","question3":"5","question4":"4","question5":"4"},"surveyCompletionTime":1453938284278,"surveyName":"Trust Questions","username":"meltingice"}
{"class":"gov.sandia.genlist.survey.Survey","id":594,"surveyAnswers":{"question6":"4","question1":"1","question2":"2","question3":"3","question4":"4","question5":"1"},"surveyCompletionTime":1453938373971,"surveyName":"Could we fly from London to New York in an hour?","username":"chilton"}
{"class":"gov.sandia.genlist.survey.Survey","id":595,"surveyAnswers":{"question7":"4","question6":"2","question8":"8","question1":"3","question2":"2","question3":"2","question4":"1","question5":"2"},"surveyCompletionTime":1453938461159,"surveyName":"Group Identity Questions","username":"Dawsyndad"}
{"class":"gov.sandia.genlist.survey.Survey","id":596,"surveyAnswers":{"question6":"2","question1":"3","question2":"1","question3":"4","question4":"3","question5":"1"},"surveyCompletionTime":1453938490213,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"chilton"}
{"class":"gov.sandia.genlist.survey.Survey","id":597,"surveyAnswers":{"question1":"5","question2":"5","question3":"5","question4":"5","question5":"5"},"surveyCompletionTime":1453938494497,"surveyName":"Trust Questions","username":"Dawsyndad"}
{"class":"gov.sandia.genlist.survey.Survey","id":598,"surveyAnswers":{"question7":"2","question6":"3","question8":"7","question1":"2","question2":"2","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453938526902,"surveyName":"Group Identity Questions","username":"chilton"}
{"class":"gov.sandia.genlist.survey.Survey","id":599,"surveyAnswers":{"question1":"2","question2":"2","question3":"3","question4":"4","question5":"3"},"surveyCompletionTime":1453938549020,"surveyName":"Trust Questions","username":"chilton"}
{"class":"gov.sandia.genlist.survey.Survey","id":600,"surveyAnswers":{"question7":"3","question6":"3","question8":"5","question1":"1","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453938712886,"surveyName":"Group Identity Questions","username":"beyoutiful"}
{"class":"gov.sandia.genlist.survey.Survey","id":601,"surveyAnswers":{"question6":"2","question1":"1","question2":"2","question3":"3","question4":"1","question5":"3"},"surveyCompletionTime":1453938724782,"surveyName":"Could we fly from London to New York in an hour?","username":"Yana"}
{"class":"gov.sandia.genlist.survey.Survey","id":602,"surveyAnswers":{"question1":"4","question2":"2","question3":"3","question4":"5","question5":"3"},"surveyCompletionTime":1453938734077,"surveyName":"Trust Questions","username":"beyoutiful"}
{"class":"gov.sandia.genlist.survey.Survey","id":603,"surveyAnswers":{"question6":"2","question1":"3","question2":"1","question3":"4","question4":"2","question5":"1"},"surveyCompletionTime":1453938969012,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"Yana"}
{"class":"gov.sandia.genlist.survey.Survey","id":604,"surveyAnswers":{"question6":"3","question1":"1","question2":"3","question3":"2","question4":"1","question5":"2"},"surveyCompletionTime":1453939066599,"surveyName":"Could we fly from London to New York in an hour?","username":"foo"}
{"class":"gov.sandia.genlist.survey.Survey","id":605,"surveyAnswers":{"question7":"3","question6":"4","question8":"9","question1":"2","question2":"1","question3":"3","question4":"2","question5":"2"},"surveyCompletionTime":1453939067532,"surveyName":"Group Identity Questions","username":"Yana"}
{"class":"gov.sandia.genlist.survey.Survey","id":606,"surveyAnswers":{"question6":"3","question1":"2","question2":"1","question3":"2","question4":"2","question5":"3"},"surveyCompletionTime":1453939074750,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"foo"}
{"class":"gov.sandia.genlist.survey.Survey","id":607,"surveyAnswers":{"question7":"4","question6":"2","question8":"9","question1":"3","question2":"3","question3":"3","question4":"2","question5":"2"},"surveyCompletionTime":1453939086854,"surveyName":"Group Identity Questions","username":"foo"}
{"class":"gov.sandia.genlist.survey.Survey","id":608,"surveyAnswers":{"question1":"5","question2":"4","question3":"4","question4":"4","question5":"4"},"surveyCompletionTime":1453939087952,"surveyName":"Trust Questions","username":"Yana"}
{"class":"gov.sandia.genlist.survey.Survey","id":609,"surveyAnswers":{"question1":"3","question2":"5","question3":"4","question4":"2","question5":"1"},"surveyCompletionTime":1453939094324,"surveyName":"Trust Questions","username":"foo"}
{"class":"gov.sandia.genlist.survey.Survey","id":610,"surveyAnswers":{"question7":"2","question6":"3","question8":"2","question1":"1","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453939607267,"surveyName":"Group Identity Questions","username":"guestr8r"}
{"class":"gov.sandia.genlist.survey.Survey","id":611,"surveyAnswers":{"question7":"3","question6":"4","question8":"3","question1":"1","question2":"1","question3":"1","question4":"2","question5":"2"},"surveyCompletionTime":1453939608130,"surveyName":"Group Identity Questions","username":"hugaporcupine"}
{"class":"gov.sandia.genlist.survey.Survey","id":612,"surveyAnswers":{"question1":"3","question2":"4","question3":"3","question4":"4","question5":"3"},"surveyCompletionTime":1453939625311,"surveyName":"Trust Questions","username":"guestr8r"}
{"class":"gov.sandia.genlist.survey.Survey","id":613,"surveyAnswers":{"question1":"2","question2":"2","question3":"2","question4":"4","question5":"5"},"surveyCompletionTime":1453939640591,"surveyName":"Trust Questions","username":"hugaporcupine"}
{"class":"gov.sandia.genlist.survey.Survey","id":614,"surveyAnswers":{"question7":"3","question6":"5","question8":"3","question1":"2","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453939842793,"surveyName":"Group Identity Questions","username":"aud"}
{"class":"gov.sandia.genlist.survey.Survey","id":615,"surveyAnswers":{"question1":"3","question2":"3","question3":"4","question4":"4","question5":"4"},"surveyCompletionTime":1453939864715,"surveyName":"Trust Questions","username":"aud"}
{"class":"gov.sandia.genlist.survey.Survey","id":616,"surveyAnswers":{"question7":"3","question6":"4","question8":"4","question1":"2","question2":"1","question3":"1","question4":"2","question5":"2"},"surveyCompletionTime":1453939927642,"surveyName":"Group Identity Questions","username":"ShopNinja"}
{"class":"gov.sandia.genlist.survey.Survey","id":617,"surveyAnswers":{"question1":"4","question2":"4","question3":"4","question4":"4","question5":"4"},"surveyCompletionTime":1453939949058,"surveyName":"Trust Questions","username":"ShopNinja"}
{"class":"gov.sandia.genlist.survey.Survey","id":618,"surveyAnswers":{"question6":"3","question1":"1","question2":"2","question3":"3","question4":"2","question5":"2"},"surveyCompletionTime":1453940145930,"surveyName":"Could we fly from London to New York in an hour?","username":"tosisirrelevant"}
{"class":"gov.sandia.genlist.survey.Survey","id":619,"surveyAnswers":{"question7":"2","question6":"4","question8":"8","question1":"2","question2":"2","question3":"2","question4":"2","question5":"2"},"surveyCompletionTime":1453940159350,"surveyName":"Group Identity Questions","username":"sherryberran"}
{"class":"gov.sandia.genlist.survey.Survey","id":620,"surveyAnswers":{"question1":"3","question2":"2","question3":"2","question4":"3","question5":"3"},"surveyCompletionTime":1453940170997,"surveyName":"Trust Questions","username":"sherryberran"}
{"class":"gov.sandia.genlist.survey.Survey","id":621,"surveyAnswers":{"question7":"3","question6":"3","question8":"7","question1":"2","question2":"2","question3":"1","question4":"2","question5":"1"},"surveyCompletionTime":1453940259542,"surveyName":"Group Identity Questions","username":"611H"}
{"class":"gov.sandia.genlist.survey.Survey","id":622,"surveyAnswers":{"question1":"4","question2":"4","question3":"4","question4":"5","question5":"4"},"surveyCompletionTime":1453940275639,"surveyName":"Trust Questions","username":"611H"}
{"class":"gov.sandia.genlist.survey.Survey","id":623,"surveyAnswers":{"question6":"1","question1":"3","question2":"1","question3":"4","question4":"2","question5":"3"},"surveyCompletionTime":1453940309238,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"tosisirrelevant"}
{"class":"gov.sandia.genlist.survey.Survey","id":624,"surveyAnswers":{"question7":"1","question6":"5","question8":"1","question1":"1","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453940341270,"surveyName":"Group Identity Questions","username":"tosisirrelevant"}
{"class":"gov.sandia.genlist.survey.Survey","id":625,"surveyAnswers":{"question1":"1","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453940354541,"surveyName":"Trust Questions","username":"tosisirrelevant"}
{"class":"gov.sandia.genlist.survey.Survey","id":626,"surveyAnswers":{"question7":"1","question6":"5","question8":"3","question1":"1","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453940383518,"surveyName":"Group Identity Questions","username":"terryh56a"}
{"class":"gov.sandia.genlist.survey.Survey","id":627,"surveyAnswers":{"question1":"5","question2":"4","question3":"4","question4":"2","question5":"4"},"surveyCompletionTime":1453940423281,"surveyName":"Trust Questions","username":"terryh56a"}
{"class":"gov.sandia.genlist.survey.Survey","id":628,"surveyAnswers":{"question6":"2","question1":"1","question2":"2","question3":"3","question4":"3","question5":"3"},"surveyCompletionTime":1453940650853,"surveyName":"Could we fly from London to New York in an hour?","username":"ziggy"}
{"class":"gov.sandia.genlist.survey.Survey","id":629,"surveyAnswers":{"question6":"4","question1":"1","question2":"2","question3":"3","question4":"3","question5":"3"},"surveyCompletionTime":1453940664697,"surveyName":"Could we fly from London to New York in an hour?","username":"Kathyb"}
{"class":"gov.sandia.genlist.survey.Survey","id":630,"surveyAnswers":{"question6":"2","question1":"1","question2":"2","question3":"3","question4":"1","question5":"1"},"surveyCompletionTime":1453940751778,"surveyName":"Could we fly from London to New York in an hour?","username":"colltrain"}
{"class":"gov.sandia.genlist.survey.Survey","id":631,"surveyAnswers":{"question6":"3","question1":"3","question2":"1","question3":"4","question4":"1","question5":"1"},"surveyCompletionTime":1453940813942,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"Kathyb"}
{"class":"gov.sandia.genlist.survey.Survey","id":632,"surveyAnswers":{"question6":"1","question1":"3","question2":"1","question3":"4","question4":"1","question5":"1"},"surveyCompletionTime":1453940833638,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"colltrain"}
{"class":"gov.sandia.genlist.survey.Survey","id":633,"surveyAnswers":{"question7":"1","question6":"5","question8":"1","question1":"1","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453940868804,"surveyName":"Group Identity Questions","username":"Kathyb"}
{"class":"gov.sandia.genlist.survey.Survey","id":634,"surveyAnswers":{"question7":"2","question6":"4","question8":"3","question1":"2","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453940871312,"surveyName":"Group Identity Questions","username":"colltrain"}
{"class":"gov.sandia.genlist.survey.Survey","id":635,"surveyAnswers":{"question1":"4","question2":"4","question3":"3","question4":"3","question5":"3"},"surveyCompletionTime":1453940886628,"surveyName":"Trust Questions","username":"colltrain"}
